class;cap-diameter;cap-shape;cap-surface;cap-color;does-bruise-or-bleed;gill-attachment;gill-spacing;gill-color;stem-height;stem-width;stem-root;stem-surface;stem-color;veil-type;veil-color;has-ring;ring-type;spore-print-color;habitat;season
[e];3.0;x;d;e;t;a;c;p;3.23;4.07;;;n;;;f;f;;d;a
[e];2.59;x;d;n;t;a;c;w;4.7;5.49;;;n;;;f;f;;d;a
[e];1.51;x;d;n;t;d;c;w;3.74;3.44;;;e;;;f;f;;d;a
[e];2.68;x;d;n;t;d;c;p;3.61;6.94;;;e;;;f;f;;d;s
[e];3.2;x;d;e;t;d;c;p;5.06;7.77;;;e;;;f;f;;d;u
[e];2.77;x;s;n;t;a;c;w;4.47;6.0;;;n;;;f;f;;d;u
[e];1.97;x;d;e;t;a;c;w;3.45;4.8;;;e;;;f;f;;d;a
[e];1.99;x;s;n;t;a;c;p;3.6;2.85;;;e;;;f;f;;d;a
[e];2.36;x;d;n;t;a;c;p;4.8;4.92;;;e;;;f;f;;d;s
[e];2.61;x;d;n;t;a;c;w;2.8;3.06;;;e;;;f;f;;d;a
[e];2.17;x;d;e;t;a;c;p;4.3;4.08;;;e;;;f;f;;d;s
[e];2.13;x;s;e;t;d;c;w;3.83;2.86;;;n;;;f;f;;d;s
[e];3.31;x;s;e;t;a;c;p;4.63;6.82;;;e;;;f;f;;d;s
[e];3.13;x;d;e;t;d;c;w;4.38;7.06;;;n;;;f;f;;d;u
[e];2.57;x;d;n;t;a;c;p;3.55;4.95;;;n;;;f;f;;d;a
[e];2.59;x;d;n;t;a;c;p;4.24;5.75;;;e;;;f;f;;d;u
[e];2.87;x;s;e;t;d;c;w;3.46;3.69;;;e;;;f;f;;d;s
[e];1.24;x;d;e;t;a;c;p;2.65;3.05;;;e;;;f;f;;d;u
[e];1.85;x;d;n;t;a;c;w;2.4;3.53;;;e;;;f;f;;d;a
[e];3.04;x;s;e;t;a;c;p;4.34;7.3;;;n;;;f;f;;d;u
[e];2.9;x;d;e;t;a;c;w;4.08;4.52;;;n;;;f;f;;d;a
[e];2.8;x;d;n;t;d;c;w;4.98;4.64;;;e;;;f;f;;d;s
[e];3.32;x;s;n;t;d;c;w;3.15;3.75;;;n;;;f;f;;d;u
[e];3.08;x;d;n;t;a;c;p;3.34;6.05;;;n;;;f;f;;d;a
[e];1.8;x;d;e;t;d;c;w;2.73;1.86;;;n;;;f;f;;d;a
[e];3.05;x;d;e;t;d;c;w;4.62;5.37;;;n;;;f;f;;d;u
[e];3.04;x;d;n;t;d;c;p;3.85;5.94;;;n;;;f;f;;d;u
[e];1.69;x;s;n;t;a;c;p;3.34;4.24;;;n;;;f;f;;d;u
[e];2.8;x;d;n;t;a;c;w;3.84;5.88;;;n;;;f;f;;d;u
[e];2.41;x;d;n;t;a;c;p;3.66;4.17;;;n;;;f;f;;d;u
[e];1.53;x;d;n;t;d;c;w;3.43;4.65;;;n;;;f;f;;d;u
[e];3.72;x;s;n;t;d;c;w;4.57;8.0;;;e;;;f;f;;d;u
[e];2.32;x;d;e;t;d;c;w;3.9;7.5;;;e;;;f;f;;d;s
[e];2.25;x;d;e;t;a;c;p;3.92;4.86;;;e;;;f;f;;d;a
[e];2.77;x;s;n;t;a;c;w;4.67;5.0;;;n;;;f;f;;d;a
[e];3.02;x;d;e;t;d;c;w;4.8;4.53;;;e;;;f;f;;d;s
[e];2.2;x;s;n;t;a;c;p;4.74;6.59;;;e;;;f;f;;d;a
[e];2.07;x;d;e;t;a;c;w;2.68;5.77;;;n;;;f;f;;d;s
[e];2.03;x;d;n;t;d;c;p;3.86;5.21;;;n;;;f;f;;d;s
[e];2.66;x;d;e;t;d;c;p;4.16;6.2;;;e;;;f;f;;d;a
[e];2.65;x;s;n;t;a;c;p;3.7;5.99;;;e;;;f;f;;d;s
[e];3.16;x;d;n;t;d;c;p;3.1;6.2;;;n;;;f;f;;d;a
[e];2.34;x;s;n;t;d;c;p;3.58;3.24;;;e;;;f;f;;d;a
[e];2.77;x;s;e;t;d;c;w;3.28;3.73;;;n;;;f;f;;d;s
[e];2.48;x;d;n;t;a;c;p;3.99;3.47;;;n;;;f;f;;d;s
[e];2.29;x;d;n;t;a;c;p;4.86;6.07;;;e;;;f;f;;d;a
[e];2.48;x;s;n;t;d;c;p;3.96;5.46;;;e;;;f;f;;d;s
[e];3.12;x;s;n;t;d;c;w;2.73;3.62;;;e;;;f;f;;d;u
[e];2.49;x;d;e;t;a;c;p;3.25;4.62;;;e;;;f;f;;d;s
[e];2.15;x;s;n;t;a;c;p;2.97;4.71;;;n;;;f;f;;d;s
[e];2.31;x;d;e;t;a;c;p;2.72;3.33;;;n;;;f;f;;d;u
[e];3.32;x;s;n;t;d;c;p;4.43;6.05;;;n;;;f;f;;d;s
[e];2.05;x;s;n;t;d;c;w;3.0;4.79;;;e;;;f;f;;d;a
[e];2.49;x;d;e;t;a;c;w;4.92;6.23;;;n;;;f;f;;d;u
[e];6.65;x;d;y;t;d;c;y;3.26;16.64;;;y;;;f;f;;d;a
[e];6.21;x;t;n;t;d;c;y;3.79;19.88;;;n;;;f;f;;d;a
[e];4.85;x;t;l;t;d;c;y;3.06;13.04;;;y;;;f;f;;d;a
[e];6.81;x;t;r;t;d;c;y;4.63;20.66;;;n;;;f;f;;d;a
[e];6.41;x;t;l;t;d;c;y;3.96;22.08;;;l;;;f;f;;d;a
[e];9.03;x;y;y;t;d;c;y;5.28;25.27;;;l;;;f;f;;d;a
[e];5.96;x;t;y;t;d;c;y;4.31;17.19;;;l;;;f;f;;d;a
[e];9.4;x;t;y;t;d;c;y;5.06;27.7;;;y;;;f;f;;d;a
[e];8.51;x;y;r;t;d;c;y;4.43;17.44;;;n;;;f;f;;d;a
[e];9.79;x;d;n;t;d;c;y;4.86;24.42;;;n;;;f;f;;d;a
[e];8.38;x;y;l;t;d;c;y;4.2;16.0;;;l;;;f;f;;d;a
[e];8.5;x;t;l;t;d;c;y;3.94;22.13;;;l;;;f;f;;d;a
[e];7.06;x;t;y;t;d;c;y;3.7;19.62;;;n;;;f;f;;d;a
[e];8.95;x;d;y;t;d;c;y;3.63;16.41;;;l;;;f;f;;d;a
[e];4.45;x;d;n;t;d;c;y;3.26;13.39;;;l;;;f;f;;d;a
[e];8.04;x;y;n;t;d;c;y;4.28;17.86;;;y;;;f;f;;d;a
[e];8.37;x;t;l;t;d;c;y;3.84;23.94;;;l;;;f;f;;d;a
[e];8.17;x;d;y;t;d;c;y;3.67;19.55;;;n;;;f;f;;d;a
[e];4.64;x;d;r;t;d;c;y;4.76;21.44;;;n;;;f;f;;d;a
[e];6.47;x;y;n;t;d;c;y;2.86;16.24;;;n;;;f;f;;d;a
[e];8.34;x;y;r;t;d;c;y;5.31;25.79;;;l;;;f;f;;d;a
[e];7.81;x;y;n;t;d;c;y;4.37;21.0;;;n;;;f;f;;d;a
[e];7.88;x;t;n;t;d;c;y;4.26;21.94;;;y;;;f;f;;d;a
[e];8.97;x;t;l;t;d;c;y;3.88;21.7;;;n;;;f;f;;d;a
[e];4.74;x;t;n;t;d;c;y;4.15;19.98;;;y;;;f;f;;d;a
[e];5.88;x;d;l;t;d;c;y;4.23;21.23;;;y;;;f;f;;d;a
[e];6.62;x;t;l;t;d;c;y;3.92;17.68;;;y;;;f;f;;d;a
[e];8.5;x;t;y;t;d;c;y;3.79;20.28;;;l;;;f;f;;d;a
[e];6.93;x;t;l;t;d;c;y;4.51;22.12;;;n;;;f;f;;d;a
[e];8.67;x;d;l;t;d;c;y;5.03;21.87;;;l;;;f;f;;d;a
[e];8.35;x;d;y;t;d;c;y;4.67;21.83;;;n;;;f;f;;d;a
[e];7.47;x;y;n;t;d;c;y;4.2;16.73;;;y;;;f;f;;d;a
[e];6.45;x;y;r;t;d;c;y;4.01;25.21;;;y;;;f;f;;d;a
[e];9.39;x;y;l;t;d;c;y;4.31;22.87;;;l;;;f;f;;d;a
[e];9.75;x;y;r;t;d;c;y;4.05;22.65;;;y;;;f;f;;d;a
[e];7.57;x;t;l;t;d;c;y;4.7;21.51;;;l;;;f;f;;d;a
[e];8.26;x;t;n;t;d;c;y;3.29;21.46;;;l;;;f;f;;d;a
[e];5.55;x;y;y;t;d;c;y;2.57;14.83;;;l;;;f;f;;d;a
[e];8.17;x;d;r;t;d;c;y;3.63;18.04;;;l;;;f;f;;d;a
[e];9.52;x;t;l;t;d;c;y;4.99;21.19;;;n;;;f;f;;d;a
[e];10.87;x;d;r;t;d;c;y;5.66;27.2;;;y;;;f;f;;d;a
[e];8.9;x;y;r;t;d;c;y;4.21;23.6;;;y;;;f;f;;d;a
[e];5.8;x;t;r;t;d;c;y;3.49;14.79;;;n;;;f;f;;d;a
[e];6.34;x;y;y;t;d;c;y;4.79;23.31;;;y;;;f;f;;d;a
[e];7.74;x;t;l;t;d;c;y;4.04;19.03;;;y;;;f;f;;d;a
[e];6.39;x;y;n;t;d;c;y;3.81;19.87;;;n;;;f;f;;d;a
[e];9.71;x;t;l;t;d;c;y;5.5;24.74;;;n;;;f;f;;d;a
[e];8.53;x;y;r;t;d;c;y;3.77;23.08;;;n;;;f;f;;d;a
[e];9.38;x;t;y;t;d;c;y;4.87;24.48;;;l;;;f;f;;d;a
[e];7.67;x;d;l;t;d;c;y;4.57;23.49;;;l;;;f;f;;d;a
[e];6.07;x;y;y;t;d;c;y;3.26;16.07;;;n;;;f;f;;d;a
[e];6.72;x;t;r;t;d;c;y;3.53;17.9;;;l;;;f;f;;d;a
[e];10.14;x;t;l;t;d;c;y;4.04;21.6;;;y;;;f;f;;d;a
[e];6.0;x;d;l;t;d;c;y;3.76;19.85;;;y;;;f;f;;d;a
[e];7.2;x;d;y;t;d;c;y;4.38;20.52;;;n;;;f;f;;d;a
[e];7.57;x;y;y;t;d;c;y;3.94;17.32;;;n;;;f;f;;d;a
[e];5.47;x;d;n;t;d;c;y;4.29;21.39;;;l;;;f;f;;d;a
[e];8.94;x;t;y;t;d;c;y;4.11;21.62;;;l;;;f;f;;d;a
[e];8.1;x;y;r;t;d;c;y;3.75;25.76;;;y;;;f;f;;d;a
[e];4.81;x;d;y;t;d;c;y;3.96;18.32;;;n;;;f;f;;d;a
[e];6.69;x;d;y;t;d;c;y;3.16;21.51;;;n;;;f;f;;d;a
[e];6.18;x;t;l;t;d;c;y;4.08;21.09;;;l;;;f;f;;d;a
[e];12.43;x;t;r;t;d;c;y;5.1;24.14;;;n;;;f;f;;d;a
[e];3.4;x;d;n;t;d;c;y;2.81;15.99;;;n;;;f;f;;d;a
[e];9.17;x;y;n;t;d;c;y;4.3;21.64;;;l;;;f;f;;d;a
[e];8.8;x;y;y;t;d;c;y;4.07;27.68;;;y;;;f;f;;d;a
[e];9.93;x;t;y;t;d;c;y;4.51;23.79;;;n;;;f;f;;d;a
[e];7.67;x;y;n;t;d;c;y;3.87;19.08;;;n;;;f;f;;d;a
[e];11.28;x;y;y;t;d;c;y;5.0;30.23;;;l;;;f;f;;d;a
[e];5.33;x;t;n;t;d;c;y;3.17;17.03;;;y;;;f;f;;d;a
[e];6.8;x;y;l;t;d;c;y;3.22;16.11;;;n;;;f;f;;d;a
[e];7.83;x;y;y;t;d;c;y;4.16;19.72;;;y;;;f;f;;d;a
[e];6.19;x;t;l;t;d;c;y;3.11;16.57;;;l;;;f;f;;d;a
[e];7.98;x;y;y;t;d;c;y;3.92;18.85;;;y;;;f;f;;d;a
[e];7.16;x;d;l;t;d;c;y;4.12;19.57;;;y;;;f;f;;d;a
[e];8.24;x;d;l;t;d;c;y;4.88;23.26;;;y;;;f;f;;d;a
[e];9.26;x;d;y;t;d;c;y;4.33;21.84;;;l;;;f;f;;d;a
[e];6.0;x;y;y;t;d;c;y;3.67;19.49;;;l;;;f;f;;d;a
[e];7.68;x;t;l;t;d;c;y;3.57;17.73;;;y;;;f;f;;d;a
[e];8.26;x;t;r;t;d;c;y;4.35;24.47;;;n;;;f;f;;d;a
[e];8.31;x;t;y;t;d;c;y;4.49;23.03;;;y;;;f;f;;d;a
[e];7.85;x;y;n;t;d;c;y;4.06;18.98;;;y;;;f;f;;d;a
[e];8.51;x;d;n;t;d;c;y;3.41;20.85;;;n;;;f;f;;d;a
[e];7.92;x;t;l;t;d;c;y;4.43;20.04;;;l;;;f;f;;d;a
[e];6.07;x;y;r;t;d;c;y;3.18;16.81;;;l;;;f;f;;d;a
[e];6.72;x;d;r;t;d;c;y;4.88;23.1;;;n;;;f;f;;d;a
[e];7.15;x;t;r;t;d;c;y;4.69;19.27;;;y;;;f;f;;d;a
[e];8.81;x;d;r;t;d;c;y;3.87;23.59;;;y;;;f;f;;d;a
[e];8.24;x;y;n;t;d;c;y;3.44;16.3;;;y;;;f;f;;d;a
[e];8.65;x;y;n;t;d;c;y;3.82;16.74;;;n;;;f;f;;d;a
[e];6.74;x;d;l;t;d;c;y;4.57;21.73;;;n;;;f;f;;d;a
[e];6.5;x;t;r;t;d;c;y;4.23;23.83;;;l;;;f;f;;d;a
[e];6.88;x;y;l;t;d;c;y;4.44;19.87;;;n;;;f;f;;d;a
[e];7.95;x;d;l;t;d;c;y;4.87;23.52;;;l;;;f;f;;d;a
[e];6.15;x;y;l;t;d;c;y;4.69;22.27;;;y;;;f;f;;d;a
[e];6.23;x;d;l;t;d;c;y;3.68;22.11;;;l;;;f;f;;d;a
[e];8.19;x;y;y;t;d;c;y;3.73;21.54;;;y;;;f;f;;d;a
[e];8.38;x;d;l;t;d;c;y;5.19;23.91;;;y;;;f;f;;d;a
[e];9.85;x;y;y;t;d;c;y;4.02;21.66;;;n;;;f;f;;d;a
[e];7.37;x;t;l;t;d;c;y;4.43;23.5;;;n;;;f;f;;d;a
[e];8.94;x;t;r;t;d;c;y;4.57;19.41;;;l;;;f;f;;d;a
[e];9.45;x;d;y;t;d;c;y;4.01;20.61;;;l;;;f;f;;d;a
[e];7.89;x;t;n;t;d;c;y;4.59;23.26;;;y;;;f;f;;d;a
[e];5.69;x;t;l;t;d;c;y;3.92;18.8;;;l;;;f;f;;d;a
[e];9.55;x;t;n;t;d;c;y;5.63;27.93;;;l;;;f;f;;d;a
[e];8.33;x;t;n;t;d;c;y;3.23;12.18;;;y;;;f;f;;d;a
[e];7.57;x;d;l;t;d;c;y;3.51;17.23;;;y;;;f;f;;d;a
[e];6.48;x;t;r;t;d;c;y;3.24;14.36;;;l;;;f;f;;d;a
[e];10.13;x;y;n;t;d;c;y;4.42;23.03;;;n;;;f;f;;d;a
[e];5.42;x;d;y;t;d;c;y;3.48;20.64;;;n;;;f;f;;d;a
[e];9.12;x;d;y;t;d;c;y;3.81;21.4;;;y;;;f;f;;d;a
[e];6.04;x;y;y;t;d;c;y;3.55;17.27;;;l;;;f;f;;d;a
[e];8.94;x;d;y;t;d;c;y;4.15;17.83;;;n;;;f;f;;d;a
[e];8.69;x;d;y;t;d;c;y;4.69;25.63;;;n;;;f;f;;d;a
[e];7.26;x;y;n;t;d;c;y;4.6;19.69;;;y;;;f;f;;d;a
[e];5.38;x;t;r;t;d;c;y;3.05;20.3;;;y;;;f;f;;d;a
[e];5.17;x;d;y;t;d;c;y;3.93;19.9;;;l;;;f;f;;d;a
[e];8.28;x;y;y;t;d;c;y;4.57;16.66;;;n;;;f;f;;d;a
[e];8.69;x;d;n;t;d;c;y;3.51;18.33;;;y;;;f;f;;d;a
[e];9.34;x;t;y;t;d;c;y;4.3;21.85;;;n;;;f;f;;d;a
[e];8.68;x;t;r;t;d;c;y;5.2;24.54;;;y;;;f;f;;d;a
[e];9.32;x;d;y;t;d;c;y;4.44;21.91;;;l;;;f;f;;d;a
[e];7.45;x;y;y;t;d;c;y;4.24;24.99;;;l;;;f;f;;d;a
[e];8.48;x;y;y;t;d;c;y;4.79;23.25;;;n;;;f;f;;d;a
[e];9.22;x;y;r;t;d;c;y;4.72;22.41;;;n;;;f;f;;d;a
[e];6.77;x;y;y;t;d;c;y;4.32;18.61;;;n;;;f;f;;d;a
[e];6.92;x;y;n;t;d;c;y;3.17;16.17;;;n;;;f;f;;d;a
[e];6.24;x;y;y;t;d;c;y;3.68;15.2;;;y;;;f;f;;d;a
[e];8.81;x;d;n;t;d;c;y;4.81;21.63;;;n;;;f;f;;d;a
[e];8.18;x;d;l;t;d;c;y;4.33;20.29;;;n;;;f;f;;d;a
[e];7.88;x;d;l;t;d;c;y;4.64;20.67;;;n;;;f;f;;d;a
[e];4.56;x;t;n;t;d;c;y;2.86;13.01;;;l;;;f;f;;d;a
[e];5.99;x;t;r;t;d;c;y;3.79;19.42;;;l;;;f;f;;d;a
[e];10.98;x;d;y;t;d;c;y;5.29;28.2;;;n;;;f;f;;d;a
[e];6.34;x;y;y;t;d;c;y;3.45;18.73;;;n;;;f;f;;d;a
[e];6.47;x;y;y;t;d;c;y;3.35;18.12;;;n;;;f;f;;d;a
[e];6.51;x;y;y;t;d;c;y;4.98;26.38;;;y;;;f;f;;d;a
[e];3.67;x;t;n;t;d;c;y;3.92;16.6;;;l;;;f;f;;d;a
[e];10.57;x;t;l;t;d;c;y;4.77;24.31;;;y;;;f;f;;d;a
[e];7.47;x;t;y;t;d;c;y;4.57;20.93;;;y;;;f;f;;d;a
[e];7.89;x;y;r;t;d;c;y;4.06;20.24;;;n;;;f;f;;d;a
[e];6.23;x;y;n;t;d;c;y;4.12;20.95;;;y;;;f;f;;d;a
[e];6.87;x;d;y;t;d;c;y;3.63;17.61;;;n;;;f;f;;d;a
[e];10.56;x;t;n;t;d;c;y;4.99;28.89;;;n;;;f;f;;d;a
[e];7.28;x;t;n;t;d;c;y;3.82;21.13;;;n;;;f;f;;d;a
[e];5.98;x;d;y;t;d;c;y;3.29;13.04;;;n;;;f;f;;d;a
[e];6.21;x;y;n;t;d;c;y;3.04;17.22;;;l;;;f;f;;d;a
[e];8.1;x;y;l;t;d;c;y;5.26;22.04;;;l;;;f;f;;d;a
[e];7.27;x;y;r;t;d;c;y;4.6;23.23;;;l;;;f;f;;d;a
[e];8.84;x;d;r;t;d;c;y;4.45;24.7;;;n;;;f;f;;d;a
[e];10.5;x;t;l;t;d;c;y;5.54;25.05;;;l;;;f;f;;d;a
[e];5.9;x;t;n;t;d;c;y;3.44;20.76;;;l;;;f;f;;d;a
[e];8.45;x;y;n;t;d;c;y;5.28;26.33;;;l;;;f;f;;d;a
[e];8.2;x;y;y;t;d;c;y;4.15;21.7;;;l;;;f;f;;d;a
[e];6.59;x;t;l;t;d;c;y;2.69;15.28;;;y;;;f;f;;d;a
[e];9.83;x;t;l;t;d;c;y;4.42;22.06;;;n;;;f;f;;d;a
[e];8.21;x;d;y;t;d;c;y;3.65;20.52;;;l;;;f;f;;d;a
[e];8.8;x;t;l;t;d;c;y;4.53;22.94;;;l;;;f;f;;d;a
[e];5.58;x;y;l;t;d;c;y;3.51;11.75;;;l;;;f;f;;d;a
[e];8.66;x;y;n;t;d;c;y;4.89;23.77;;;l;;;f;f;;d;a
[e];8.35;x;t;y;t;d;c;y;4.6;24.28;;;y;;;f;f;;d;a
[e];5.34;x;d;n;t;d;c;y;3.71;16.61;;;l;;;f;f;;d;a
[e];10.24;x;t;r;t;d;c;y;5.57;26.17;;;n;;;f;f;;d;a
[e];6.15;x;d;y;t;d;c;y;3.91;21.29;;;n;;;f;f;;d;a
[e];7.11;x;y;l;t;d;c;y;4.37;20.2;;;n;;;f;f;;d;a
[e];7.21;x;d;n;t;d;c;y;3.09;15.02;;;n;;;f;f;;d;a
[e];8.28;x;y;r;t;d;c;y;3.91;16.48;;;y;;;f;f;;d;a
[e];6.38;x;y;n;t;d;c;y;4.1;20.05;;;y;;;f;f;;d;a
[e];8.73;x;d;y;t;d;c;y;3.75;16.95;;;l;;;f;f;;d;a
[e];6.31;x;t;r;t;d;c;y;4.41;16.74;;;l;;;f;f;;d;a
[e];8.13;x;t;y;t;d;c;y;3.66;14.42;;;n;;;f;f;;d;a
[e];8.73;x;y;r;t;d;c;y;4.66;23.36;;;l;;;f;f;;d;a
[e];7.23;x;d;l;t;d;c;y;4.2;21.02;;;y;;;f;f;;d;a
[e];5.67;x;d;r;t;d;c;y;3.74;17.79;;;y;;;f;f;;d;a
[e];7.23;x;d;y;t;d;c;y;4.43;20.73;;;l;;;f;f;;d;a
[e];7.79;x;d;n;t;d;c;y;4.49;20.64;;;y;;;f;f;;d;a
[e];8.33;x;y;n;t;d;c;y;3.96;19.41;;;n;;;f;f;;d;a
[e];6.81;x;y;y;t;d;c;y;3.45;22.31;;;l;;;f;f;;d;a
[e];7.95;x;y;n;t;d;c;y;4.86;24.92;;;n;;;f;f;;d;a
[e];6.05;x;d;n;t;d;c;y;4.13;18.6;;;y;;;f;f;;d;a
[e];6.02;x;y;l;t;d;c;y;3.94;18.29;;;n;;;f;f;;d;a
[e];6.19;x;d;y;t;d;c;y;3.4;19.02;;;n;;;f;f;;d;a
[e];6.09;x;y;r;t;d;c;y;2.72;13.23;;;l;;;f;f;;d;a
[e];7.82;x;t;r;t;d;c;y;4.28;19.65;;;y;;;f;f;;d;a
[e];7.25;x;y;r;t;d;c;y;2.97;18.8;;;y;;;f;f;;d;a
[e];7.04;x;t;n;t;d;c;y;3.82;13.1;;;n;;;f;f;;d;a
[e];4.51;x;t;r;t;d;c;y;4.05;15.63;;;y;;;f;f;;d;a
[e];7.47;x;y;y;t;d;c;y;4.98;20.69;;;n;;;f;f;;d;a
[e];9.81;x;d;l;t;d;c;y;4.12;17.73;;;l;;;f;f;;d;a
[e];8.45;x;t;n;t;d;c;y;5.04;21.21;;;l;;;f;f;;d;a
[e];6.95;x;y;l;t;d;c;y;3.23;17.74;;;l;;;f;f;;d;a
[e];9.93;x;y;n;t;d;c;y;4.58;23.75;;;y;;;f;f;;d;a
[e];5.2;x;t;n;t;d;c;y;3.68;16.42;;;n;;;f;f;;d;a
[e];6.11;x;d;n;t;d;c;y;4.21;18.16;;;l;;;f;f;;d;a
[e];9.84;x;d;n;t;d;c;y;4.33;22.88;;;y;;;f;f;;d;a
[e];7.1;x;y;r;t;d;c;y;5.09;24.32;;;l;;;f;f;;d;a
[e];7.12;x;d;n;t;d;c;y;3.59;18.72;;;n;;;f;f;;d;a
[e];8.36;x;y;n;t;d;c;y;4.35;20.09;;;n;;;f;f;;d;a
[e];6.48;x;t;r;t;d;c;y;2.16;15.47;;;y;;;f;f;;d;a
[e];6.2;x;t;n;t;d;c;y;4.3;21.87;;;y;;;f;f;;d;a
[e];9.4;x;t;l;t;d;c;y;3.59;17.69;;;n;;;f;f;;d;a
[e];6.8;x;y;y;t;d;c;y;3.51;15.84;;;y;;;f;f;;d;a
[e];9.34;x;d;l;t;d;c;y;5.09;22.78;;;y;;;f;f;;d;a
[e];6.65;x;d;y;t;d;c;y;4.01;23.74;;;n;;;f;f;;d;a
[e];8.86;x;y;n;t;d;c;y;4.08;18.25;;;l;;;f;f;;d;a
[e];8.96;x;d;y;t;d;c;y;3.94;23.9;;;l;;;f;f;;d;a
[e];7.28;x;y;r;t;d;c;y;4.4;24.11;;;n;;;f;f;;d;a
[e];5.62;x;t;y;t;d;c;y;4.32;21.71;;;n;;;f;f;;d;a
[e];8.76;x;t;l;t;d;c;y;4.01;20.77;;;n;;;f;f;;d;a
[e];9.42;x;y;y;t;d;c;y;4.88;27.34;;;n;;;f;f;;d;a
[e];7.48;x;y;y;t;d;c;y;4.0;19.31;;;n;;;f;f;;d;a
[e];8.25;x;y;r;t;d;c;y;5.03;25.41;;;l;;;f;f;;d;a
[e];5.91;x;t;n;t;d;c;y;3.55;18.38;;;n;;;f;f;;d;a
[e];7.45;x;d;l;t;d;c;y;2.71;16.06;;;y;;;f;f;;d;a
[e];4.67;x;d;y;t;d;c;y;4.07;15.16;;;l;;;f;f;;d;a
[e];9.04;x;d;y;t;d;c;y;4.53;24.48;;;y;;;f;f;;d;a
[e];5.31;x;t;l;t;d;c;y;2.81;10.44;;;n;;;f;f;;d;a
[e];8.66;x;t;l;t;d;c;y;3.48;17.55;;;n;;;f;f;;d;a
[e];4.6;x;y;y;t;d;c;y;2.75;14.52;;;n;;;f;f;;d;a
[e];6.14;x;d;r;t;d;c;y;3.92;16.04;;;y;;;f;f;;d;a
[e];7.45;x;d;n;t;d;c;y;4.56;19.1;;;n;;;f;f;;d;a
[e];7.83;x;d;r;t;d;c;y;3.46;22.36;;;n;;;f;f;;d;a
[e];7.34;x;d;y;t;d;c;y;3.65;19.61;;;y;;;f;f;;d;a
[e];3.3;x;d;l;t;d;c;y;2.51;13.74;;;l;;;f;f;;d;a
[e];5.74;x;y;r;t;d;c;y;3.57;19.78;;;n;;;f;f;;d;a
[e];8.74;x;t;l;t;d;c;y;4.28;21.48;;;l;;;f;f;;d;a
[e];7.96;x;t;n;t;d;c;y;2.98;17.73;;;y;;;f;f;;d;a
[e];10.85;x;d;y;t;d;c;y;4.15;20.66;;;n;;;f;f;;d;a
[e];7.14;x;y;r;t;d;c;y;2.82;13.56;;;n;;;f;f;;d;a
[e];6.97;x;t;y;t;d;c;y;4.21;17.21;;;n;;;f;f;;d;a
[e];7.55;x;d;r;t;d;c;y;4.83;22.72;;;y;;;f;f;;d;a
[e];7.55;x;t;r;t;d;c;y;4.33;15.19;;;y;;;f;f;;d;a
[e];5.7;x;t;n;t;d;c;y;3.96;17.28;;;y;;;f;f;;d;a
[e];5.53;x;d;r;t;d;c;y;3.74;14.39;;;y;;;f;f;;d;a
[e];8.31;x;y;r;t;d;c;y;3.51;17.88;;;y;;;f;f;;d;a
[e];7.14;x;d;n;t;d;c;y;3.87;18.64;;;y;;;f;f;;d;a
[e];8.56;x;d;r;t;d;c;y;4.6;20.54;;;l;;;f;f;;d;a
[e];9.37;x;t;n;t;d;c;y;4.18;22.22;;;l;;;f;f;;d;a
[e];9.58;x;d;l;t;d;c;y;3.75;19.09;;;n;;;f;f;;d;a
[e];7.93;x;y;n;t;d;c;y;4.41;22.29;;;y;;;f;f;;d;a
[e];8.5;x;t;r;t;d;c;y;4.33;20.72;;;l;;;f;f;;d;a
[e];5.04;x;t;n;t;d;c;y;3.78;21.01;;;y;;;f;f;;d;a
[e];7.17;x;d;l;t;d;c;y;4.19;18.5;;;n;;;f;f;;d;a
[e];7.08;x;d;l;t;d;c;y;4.29;17.48;;;n;;;f;f;;d;a
[e];6.03;x;d;n;t;d;c;y;2.97;14.62;;;y;;;f;f;;d;a
[e];9.72;x;y;l;t;d;c;y;5.05;23.73;;;y;;;f;f;;d;a
[e];8.46;x;d;l;t;d;c;y;4.55;24.46;;;l;;;f;f;;d;a
[e];7.08;x;d;l;t;d;c;y;3.53;18.7;;;y;;;f;f;;d;a
[e];6.22;x;y;n;t;d;c;y;3.27;14.19;;;y;;;f;f;;d;a
[e];6.69;x;t;y;t;d;c;y;3.25;17.37;;;n;;;f;f;;d;a
[e];9.94;x;t;y;t;d;c;y;3.9;22.95;;;y;;;f;f;;d;a
[e];6.92;x;y;n;t;d;c;y;4.61;20.64;;;l;;;f;f;;d;a
[e];7.87;x;t;n;t;d;c;y;4.02;23.17;;;n;;;f;f;;d;a
[e];3.46;x;y;l;t;d;c;y;3.09;15.47;;;l;;;f;f;;d;a
[e];3.51;x;t;n;t;d;c;y;2.66;11.72;;;n;;;f;f;;d;a
[e];4.8;x;d;r;t;d;c;y;3.48;15.5;;;l;;;f;f;;d;a
[e];9.25;x;t;n;t;d;c;y;4.25;22.26;;;n;;;f;f;;d;a
[e];11.02;x;y;l;t;d;c;y;4.53;22.22;;;y;;;f;f;;d;a
[e];8.21;x;y;y;t;d;c;y;3.82;21.19;;;n;;;f;f;;d;a
[e];9.22;x;y;n;t;d;c;y;4.85;22.48;;;n;;;f;f;;d;a
[e];8.06;x;y;r;t;d;c;y;3.68;18.25;;;l;;;f;f;;d;a
