class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
[p],5.48,f,s,w,f,s,c,w,4.29,14.44,s,k,w,p,f,f,f,w,d,a
[p],9.4,f,t,e,f,d,c,y,7.6,22.48,e,s,e,p,f,f,f,o,d,a
[e],3.24,x,s,e,t,f,f,f,4.96,7.59,e,s,y,p,f,f,f,n,d,a
[e],3.57,x,s,e,t,f,f,f,5.67,6.44,e,s,y,p,f,f,f,n,g,u
[p],7.81,x,t,r,t,a,c,p,3.79,16.34,e,y,r,p,f,f,f,w,d,a
[e],1.71,x,k,o,f,d,d,o,6.93,5.18,e,s,y,p,f,f,f,w,d,u
[e],4.63,x,s,n,f,a,c,o,5.93,6.06,e,s,o,p,f,f,f,n,d,a
[e],8.67,x,s,w,f,d,c,w,6.38,1.17,e,i,w,p,f,f,f,g,d,s
[e],7.42,x,t,o,t,a,c,o,7.04,18.16,e,t,o,p,f,f,f,y,d,u
[e],5.19,x,s,o,f,x,c,g,7.36,7.08,e,i,o,p,w,t,e,u,d,a
[p],8.92,x,s,n,f,s,c,b,5.53,10.31,e,k,b,p,f,f,f,w,u,a
[p],15.12,x,s,w,t,e,c,r,10.18,18.64,e,s,w,p,w,t,l,r,m,u
[p],4.35,c,k,b,f,e,d,p,5.6,7.6,e,g,b,p,f,f,f,p,d,s
[p],7.68,x,t,n,f,a,c,y,5.65,3.64,e,t,w,p,y,t,c,n,d,a
[p],4.04,f,s,o,f,s,c,w,7.06,3.27,e,y,o,p,f,f,f,w,d,u
[p],10.79,f,t,y,t,e,c,w,9.73,10.65,b,s,y,u,y,t,r,w,u,s
[e],2.71,x,s,n,t,d,d,b,16.75,12.41,e,s,w,p,w,f,f,w,d,a
[p],4.74,x,y,g,f,e,c,w,5.63,5.97,b,s,g,p,w,f,f,w,d,s
[p],4.14,f,s,e,f,a,c,w,2.38,0.42,e,s,w,p,f,f,f,w,d,u
[p],4.51,b,y,y,t,e,c,w,6.39,7.26,s,s,n,p,w,t,e,w,d,a
[p],7.34,s,i,p,t,d,c,w,5.8,17.06,e,s,p,p,f,f,f,w,d,a
[p],5.56,x,k,n,f,a,c,p,5.46,5.37,e,s,w,p,f,f,f,p,d,s
[e],1.0,o,y,g,f,a,c,k,6.2,2.96,e,i,w,p,w,t,s,k,d,a
[e],7.16,f,t,b,t,d,c,p,3.82,21.81,e,s,w,p,f,f,f,w,g,u
[e],2.91,x,s,e,t,a,c,p,2.83,3.95,e,s,e,p,f,f,f,w,d,u
[e],2.43,x,s,o,f,d,d,y,6.28,4.97,e,s,y,p,f,f,f,w,d,a
[p],6.8,b,k,w,f,x,c,n,5.49,8.24,s,k,w,p,f,f,f,n,d,u
[e],7.62,x,t,l,t,d,c,y,4.03,20.01,e,s,n,p,f,f,f,b,d,a
[p],8.95,x,y,w,f,e,c,w,10.51,11.92,s,y,w,u,w,t,r,w,d,a
[e],8.48,x,i,n,f,f,f,f,7.07,10.75,b,s,n,p,w,t,e,n,d,a
[e],7.15,o,w,e,t,f,f,f,8.91,52.55,e,w,w,p,f,f,f,w,d,s
[p],7.24,f,y,w,f,e,c,w,10.41,10.73,s,s,w,u,w,t,r,w,d,a
[p],5.89,x,i,e,t,f,f,f,7.21,13.19,e,y,e,p,f,f,f,n,d,a
[p],11.31,x,y,w,f,e,c,w,13.25,15.4,b,s,w,u,w,t,l,w,d,u
[e],6.69,x,s,u,t,a,c,w,4.79,16.7,e,s,w,p,f,f,f,w,d,s
[p],3.82,x,y,o,f,s,c,w,5.3,2.94,e,y,o,p,f,f,f,w,d,u
[p],5.33,f,t,n,t,s,c,y,3.24,9.51,e,s,e,p,f,f,f,b,d,a
[e],7.29,x,s,w,f,d,c,w,7.75,1.44,e,i,w,p,f,f,f,w,d,a
[e],4.06,f,h,b,f,d,d,w,4.66,0.53,e,s,w,p,f,f,f,w,g,u
[e],2.24,x,s,n,t,d,d,b,13.66,11.64,e,s,b,p,w,f,f,w,d,u
[e],4.16,o,y,w,f,a,c,g,8.8,4.91,e,i,w,p,w,t,s,k,d,a
[p],7.98,x,i,w,t,e,c,n,7.58,11.42,s,s,w,p,w,t,r,n,d,u
[e],6.07,x,s,b,t,a,c,b,3.32,6.6,e,s,n,p,f,f,f,w,d,u
[p],8.93,x,t,w,t,d,c,w,6.01,19.53,e,s,k,p,f,f,f,w,d,u
[p],10.29,x,s,w,f,e,c,w,16.0,16.35,b,s,w,u,w,t,l,w,d,a
[p],11.66,f,t,n,f,a,c,b,6.98,16.61,s,y,w,p,f,f,f,n,d,u
[e],4.43,x,s,u,f,a,c,y,4.09,0.84,s,s,w,p,f,f,f,y,d,a
[p],6.79,x,y,w,t,e,c,w,12.65,13.76,b,s,w,u,w,t,p,w,g,a
[e],6.63,f,s,u,f,a,c,y,4.29,0.71,s,s,w,p,f,f,f,y,d,a
[p],4.91,x,s,n,t,a,c,w,6.78,6.71,e,s,b,p,f,f,f,b,d,a
[p],2.58,x,I,n,f,e,c,y,0.11,5.72,e,p,p,p,f,f,f,w,d,u
[p],10.68,x,s,w,f,e,c,w,15.16,14.88,b,y,w,u,w,t,l,w,d,u
[e],16.26,x,w,n,f,f,f,f,8.59,23.85,c,s,n,p,f,f,f,y,d,u
[e],6.06,x,t,o,t,d,c,o,6.1,15.83,e,t,o,p,f,f,f,w,d,a
[p],9.02,x,i,n,t,e,c,n,10.17,12.35,s,s,w,p,w,t,r,n,d,u
[p],7.64,x,t,e,t,x,c,e,7.41,16.47,e,i,o,p,f,f,f,w,d,a
[e],11.36,x,s,u,f,d,c,w,7.52,22.53,e,s,w,p,f,f,f,w,d,a
[p],11.38,x,s,w,f,e,c,w,13.4,15.78,b,s,w,u,w,t,l,w,d,u
[e],1.54,x,s,o,f,f,f,f,2.42,4.37,e,s,o,p,f,f,f,y,d,a
[p],10.2,x,s,n,t,d,c,w,5.6,19.87,e,s,b,p,f,f,f,y,d,a
[p],9.61,x,s,e,f,a,c,w,7.75,23.68,e,s,w,p,f,f,f,y,d,u
[p],7.81,f,s,n,f,x,d,b,8.07,9.07,e,f,y,p,f,f,f,w,d,a
[e],8.71,f,i,b,f,a,c,w,5.65,16.16,e,i,n,p,w,t,e,w,d,a
[e],7.66,x,y,n,t,d,c,y,4.74,23.52,e,s,n,p,f,f,f,b,d,a
[e],5.79,f,s,o,f,a,c,o,6.45,7.25,e,s,o,p,f,f,f,n,d,a
[p],5.48,f,s,b,t,d,c,w,4.69,1.98,e,s,b,p,f,f,f,b,d,a
[p],4.65,x,i,n,t,f,f,f,8.54,17.24,e,y,y,p,f,f,f,n,d,a
[e],5.32,x,s,o,f,x,c,g,7.96,8.5,e,s,n,p,w,t,e,u,d,s
[e],7.72,x,s,y,f,f,f,f,9.86,11.97,e,y,y,p,f,f,f,n,d,u
[e],5.32,x,i,n,f,d,c,g,5.76,9.64,s,s,w,p,f,f,f,p,d,u
[e],8.37,x,s,w,t,e,c,p,9.37,11.34,s,k,w,p,w,t,r,n,d,a
[p],13.39,s,t,y,t,d,c,n,7.15,19.92,e,t,w,p,f,f,f,y,d,a
[p],11.28,x,t,n,t,d,c,w,6.61,24.85,e,t,n,p,f,f,f,y,d,u
[p],6.91,s,s,p,f,x,c,w,5.61,10.44,e,k,b,p,f,f,f,w,g,a
[p],12.09,x,t,r,t,d,c,p,5.84,22.14,e,t,r,p,f,f,f,w,d,a
[p],15.08,f,s,y,f,a,c,w,11.86,48.28,e,s,n,p,f,f,f,b,b,a
[e],6.29,f,t,y,f,a,d,w,4.38,13.8,e,s,w,p,f,f,f,w,d,u
[e],4.33,f,k,n,f,a,c,e,5.64,7.5,e,k,y,p,y,t,e,n,d,a
[e],6.3,x,s,u,f,a,c,y,4.29,1.28,s,s,w,p,f,f,f,y,d,a
[e],13.4,x,s,n,f,f,f,f,10.5,14.74,e,s,g,p,f,f,f,n,d,u
[e],10.13,x,s,n,f,f,f,f,7.93,16.16,c,s,w,p,f,f,f,n,d,a
[e],2.54,f,s,n,t,d,d,b,18.24,13.82,e,s,b,p,w,f,f,w,d,u
[e],5.85,f,s,n,f,a,c,w,3.83,12.1,e,s,p,p,f,f,f,y,d,s
[e],9.46,x,h,b,f,d,c,w,5.19,10.89,e,s,w,p,f,f,f,g,d,w
[e],13.29,x,s,g,f,f,f,f,10.85,17.82,e,s,g,p,f,f,f,n,d,a
[p],1.86,s,g,n,f,a,d,p,2.16,1.41,e,y,o,p,f,f,f,w,d,a
[p],7.65,x,y,w,f,e,c,w,9.68,9.95,s,y,w,u,w,t,r,w,d,a
[e],4.59,o,y,w,f,a,c,g,8.49,6.66,e,i,w,p,w,t,s,k,d,u
[e],15.06,x,s,n,f,f,f,f,9.1,13.68,s,y,y,p,f,f,f,y,d,a
[e],11.34,x,t,e,f,e,c,o,13.51,13.56,b,s,y,u,w,t,r,w,d,u
[p],4.24,f,t,n,t,s,c,b,4.22,10.8,e,s,y,p,f,f,f,b,d,a
[p],4.79,f,t,n,f,a,d,w,4.1,5.78,e,t,w,p,f,f,f,w,d,a
[e],11.35,x,s,u,f,a,c,w,7.63,21.21,e,s,w,p,f,f,f,w,d,u
[p],7.88,s,s,w,t,d,c,w,6.48,14.81,e,s,w,p,f,f,f,b,d,u
[p],10.76,s,s,o,f,d,c,o,13.98,14.03,e,s,o,p,f,f,f,y,d,a
[p],7.48,f,y,y,t,e,c,w,9.44,9.46,b,s,y,u,y,t,r,w,u,a
[p],9.06,x,t,o,f,x,d,o,10.74,5.87,e,f,o,p,f,f,f,w,d,a
[e],2.68,x,s,p,f,f,f,f,2.26,9.92,e,s,e,p,f,f,f,p,d,u
[e],9.69,x,t,e,f,e,c,o,10.97,11.03,b,s,y,u,w,t,r,w,d,a
[e],3.22,f,s,n,f,a,c,o,4.05,4.21,e,s,w,p,f,f,f,n,d,a
[e],5.87,x,y,n,f,e,c,p,4.43,15.41,e,s,w,p,w,t,e,n,g,a
[p],1.89,o,w,g,f,f,f,f,3.24,10.49,e,g,w,p,f,f,f,w,d,a
[p],4.31,f,t,p,f,a,c,w,4.08,0.65,e,s,w,p,f,f,f,w,d,a
[e],4.78,x,i,n,f,f,f,f,5.24,6.44,b,i,y,p,w,t,e,n,d,a
[p],4.09,b,s,b,f,a,d,p,5.67,6.24,e,g,n,p,f,f,f,p,d,s
[p],8.14,x,h,n,f,a,c,b,6.98,19.42,s,y,w,p,f,f,f,n,g,a
[e],10.3,f,t,b,t,d,c,p,5.58,27.11,e,s,p,p,f,f,f,w,d,u
[p],10.8,x,y,w,t,e,c,n,11.84,18.92,e,s,w,p,w,t,l,r,m,u
[p],8.51,x,y,e,f,x,d,y,10.06,8.87,e,f,o,p,f,f,f,w,d,s
[e],7.39,s,y,p,f,d,c,y,4.75,13.99,e,t,u,p,f,f,f,y,d,u
[p],7.26,x,g,o,f,a,d,p,12.74,5.62,e,y,o,p,f,f,f,w,h,a
[e],5.27,x,s,e,f,a,c,y,3.98,1.34,s,s,w,p,f,f,f,y,d,a
[p],8.98,f,t,e,f,a,c,y,7.03,22.23,e,s,e,p,f,f,f,o,d,a
[e],10.65,x,s,n,f,f,f,f,8.02,13.31,s,y,y,p,f,f,f,y,d,u
[p],5.79,s,i,p,t,d,c,p,4.5,14.31,e,s,p,p,f,f,f,w,d,a
[p],13.08,f,s,n,f,a,c,w,10.92,32.79,e,s,e,p,f,f,f,b,b,u
[p],3.57,b,y,y,t,e,c,w,5.76,3.8,s,s,w,p,w,t,e,w,d,u
[p],4.99,f,s,b,f,a,c,w,7.22,7.02,e,s,b,p,w,t,r,b,d,s
[e],9.32,x,s,g,f,d,c,w,7.21,2.26,e,i,w,p,f,f,f,w,d,a
[p],6.43,x,s,o,t,d,c,w,4.28,18.62,e,s,o,p,f,f,f,b,d,u
[e],7.28,x,i,e,f,f,f,f,7.45,14.15,b,i,n,p,w,t,e,n,d,a
[p],3.05,f,y,w,f,s,c,w,3.25,13.35,s,s,w,p,f,f,f,w,d,u
[e],9.09,f,s,o,t,a,c,w,8.36,15.54,e,g,b,p,f,f,f,w,d,u
[p],1.89,x,s,n,t,x,d,e,4.41,2.45,e,y,y,p,f,f,f,w,l,a
[e],8.21,x,t,o,t,a,c,o,7.28,18.27,e,t,o,p,f,f,f,w,d,a
[p],9.16,b,y,y,f,a,c,y,10.61,11.1,e,k,w,p,y,t,c,n,d,u
[e],6.96,x,s,n,t,a,c,w,6.3,8.46,e,s,b,p,f,f,f,w,d,a
[p],8.62,s,s,w,t,d,c,w,6.33,15.67,e,s,w,p,f,f,f,b,d,u
[e],4.32,x,h,w,f,d,d,w,5.28,0.46,e,s,w,p,f,f,f,w,d,u
[p],6.16,b,k,w,f,x,c,n,6.2,5.6,s,k,y,p,f,f,f,n,d,u
[p],8.99,s,s,b,t,a,c,b,4.76,20.13,e,s,p,p,f,f,f,w,d,a
[e],3.36,s,s,o,t,a,c,w,7.22,14.75,e,g,b,p,f,f,f,w,d,u
[e],7.81,o,w,e,t,f,f,f,8.33,48.44,e,w,w,p,f,f,f,w,d,s
[e],4.99,x,i,n,f,e,c,n,4.4,14.94,e,s,w,p,w,t,e,n,m,u
[e],4.12,x,t,n,f,f,f,f,4.55,11.71,e,y,y,p,f,f,f,n,d,a
[e],6.77,x,y,b,f,a,c,w,5.55,14.52,e,i,w,p,w,t,e,w,d,u
[e],3.76,x,s,w,t,a,c,w,3.84,6.98,e,s,n,p,f,f,f,w,d,a
[e],2.12,x,s,e,f,d,d,o,6.61,3.85,e,s,o,p,f,f,f,w,d,a
[e],7.76,x,i,b,f,a,c,w,5.75,16.92,e,i,n,p,w,t,e,w,d,a
[e],2.85,x,s,o,f,d,d,y,6.99,6.13,e,s,y,p,f,f,f,w,d,a
[p],3.79,c,h,g,f,x,c,w,5.85,4.27,e,i,w,p,f,f,f,w,d,a
[p],3.69,f,s,w,f,s,c,w,3.68,13.59,s,k,w,p,f,f,f,w,d,a
[e],8.18,o,w,n,t,f,f,f,8.99,50.88,e,w,w,p,f,f,f,w,d,s
[e],5.28,x,s,g,f,d,c,g,6.71,14.08,s,s,w,p,f,f,f,p,l,a
[e],4.4,x,k,y,f,a,c,e,7.7,7.18,e,k,y,p,y,t,e,n,d,u
[e],1.91,f,y,n,t,d,d,w,12.37,11.54,e,s,n,p,w,f,f,w,d,a
[p],6.75,x,t,e,t,a,c,e,4.94,25.2,e,s,e,p,f,f,f,b,d,a
[e],7.95,x,s,w,t,e,c,p,12.65,11.07,s,k,w,p,y,t,r,n,d,u
[p],7.81,x,k,w,f,x,c,w,6.63,10.21,s,k,w,p,f,f,f,n,d,u
[p],6.46,x,t,e,t,x,c,n,6.52,13.95,e,i,w,p,f,f,f,w,d,u
[p],5.63,f,s,b,f,s,c,w,5.09,17.01,s,k,w,p,f,f,f,w,d,u
[p],0.84,c,s,o,f,d,d,o,3.44,1.23,e,s,o,p,f,f,f,w,d,a
[e],13.51,f,t,w,f,s,c,w,10.03,29.73,e,y,w,p,w,t,r,w,d,u
[p],7.51,x,s,w,f,e,c,w,9.81,10.18,s,y,w,u,w,t,r,w,d,a
[p],4.7,x,h,w,f,x,c,w,6.55,4.02,e,i,g,p,f,f,f,w,d,u
[p],0.65,x,s,o,f,d,d,o,3.73,1.19,e,s,o,p,f,f,f,w,d,u
[p],5.25,f,y,b,f,s,c,w,4.8,14.22,s,k,w,p,f,f,f,w,d,s
[e],10.68,x,s,u,f,a,c,w,4.69,16.81,e,s,n,p,f,f,f,w,d,u
[p],9.29,f,t,e,f,a,c,y,6.3,21.68,e,s,w,p,f,f,f,y,d,u
[p],11.83,x,s,p,t,a,c,w,2.14,12.9,e,s,p,p,f,f,f,w,d,u
[p],6.2,x,k,n,f,a,c,p,5.32,8.06,e,s,w,p,f,f,f,p,d,s
[p],8.44,x,t,n,t,d,c,w,4.49,17.13,e,t,n,p,f,f,f,y,d,s
[p],5.37,x,t,w,t,d,c,p,3.28,12.16,e,s,p,p,f,f,f,w,d,a
[e],11.27,p,s,r,f,a,c,w,6.51,22.06,e,s,w,p,f,f,f,w,d,a
[p],15.19,x,s,o,f,d,c,o,14.14,16.21,e,s,o,p,f,f,f,w,d,u
[p],4.36,x,t,p,f,a,c,w,3.91,0.53,e,s,w,p,f,f,f,w,g,a
[p],7.28,f,t,n,f,a,c,b,7.53,18.9,s,y,w,p,f,f,f,n,g,a
[e],12.87,x,s,y,f,f,f,f,8.71,16.25,s,y,y,p,f,f,f,n,d,u
[p],6.81,f,s,w,f,e,c,w,10.03,7.27,b,y,w,u,w,t,r,w,d,a
[p],8.21,f,y,n,f,x,d,o,7.4,4.95,e,f,o,p,f,f,f,w,d,a
[p],9.58,f,t,e,f,a,c,w,6.29,21.16,e,s,e,p,f,f,f,o,d,a
[p],4.66,x,t,w,f,a,d,w,5.29,6.48,e,t,w,p,f,f,f,w,d,a
[e],3.2,x,s,y,f,e,c,w,6.71,3.55,e,k,y,p,f,f,f,p,d,s
[e],17.01,x,f,u,t,d,c,p,8.37,31.13,e,s,w,p,f,f,f,w,d,a
[e],6.39,f,s,g,f,e,c,w,16.23,14.3,e,g,w,u,w,f,f,w,d,a
[p],7.94,f,s,y,t,e,c,w,8.9,10.85,b,s,y,u,y,t,r,w,d,a
[e],2.34,x,k,e,f,d,d,y,5.69,4.08,e,s,y,p,f,f,f,w,d,a
[p],9.36,s,t,y,t,d,c,y,7.6,23.89,e,s,n,p,f,f,f,w,d,u
[e],4.87,x,s,e,f,f,f,f,14.04,13.05,e,g,e,p,f,f,f,n,d,u
[p],11.61,x,y,w,f,e,c,w,14.11,13.41,b,y,w,u,w,t,l,w,d,u
[p],1.85,x,I,y,f,e,c,y,0.09,4.66,e,p,p,p,f,f,f,w,d,a
[p],4.92,f,t,n,f,a,d,w,2.54,5.73,e,t,w,p,f,f,f,w,d,a
[e],4.93,f,y,g,f,e,c,k,6.94,5.77,e,i,w,p,w,t,s,k,d,u
[e],4.82,x,s,n,t,f,f,f,2.3,5.09,e,y,y,p,f,f,f,n,d,a
[p],7.57,f,t,o,t,d,c,e,5.15,21.2,e,s,w,p,f,f,f,b,d,a
[p],7.47,f,s,o,f,a,d,w,4.51,12.95,e,s,p,p,f,f,f,b,d,u
[e],5.12,x,i,e,f,f,f,f,6.49,8.93,b,s,n,p,w,t,e,n,d,a
[p],8.82,f,t,n,f,a,c,n,8.37,22.13,s,y,w,p,f,f,f,n,d,a
[p],7.73,f,t,e,t,x,c,e,7.11,17.01,e,i,w,p,f,f,f,w,d,a
[p],8.42,f,y,w,t,a,c,w,3.38,23.98,e,s,e,p,f,f,f,w,d,u
[p],8.49,x,i,w,t,d,c,n,9.18,23.62,e,s,y,p,f,f,f,w,d,u
[p],7.27,x,s,n,t,a,c,w,7.14,7.86,e,s,b,p,f,f,f,b,d,u
[e],6.98,o,w,e,t,f,f,f,8.23,46.06,e,w,w,p,f,f,f,w,d,s
[p],6.38,f,k,g,f,a,c,p,6.74,8.52,e,s,w,p,f,f,f,p,d,s
[p],18.76,f,y,w,t,e,c,w,14.68,19.44,e,s,n,p,w,t,l,r,m,a
[e],5.61,f,s,o,f,a,c,o,5.82,5.98,e,s,o,p,f,f,f,n,d,u
[e],5.18,x,t,y,f,f,f,f,7.84,9.07,e,t,y,p,f,f,f,n,d,u
[p],10.16,f,s,o,f,x,d,y,7.36,6.98,e,f,o,p,f,f,f,w,d,u
[p],2.8,o,w,k,f,f,f,f,2.92,6.48,e,g,w,p,f,f,f,w,d,u
[p],2.77,o,w,g,f,f,f,f,3.41,10.7,e,g,w,p,f,f,f,w,d,s
[e],14.07,x,s,b,f,f,f,f,11.09,18.97,e,s,w,p,f,f,f,n,d,u
[e],7.45,x,y,n,f,e,c,w,12.23,12.53,e,k,w,u,w,f,f,w,d,u
[p],11.45,s,s,e,t,d,c,w,3.62,16.14,e,s,w,p,f,f,f,y,d,a
[p],12.79,x,s,w,f,e,c,w,16.81,15.66,b,s,w,u,w,t,l,w,d,a
[p],6.69,f,t,n,f,s,c,b,5.53,19.86,s,y,w,p,f,f,f,n,d,u
[e],12.67,f,s,n,f,s,c,w,4.95,24.65,e,y,w,p,w,t,s,w,d,a
[p],8.87,x,y,n,t,e,c,n,10.82,12.47,s,s,w,p,w,t,r,n,d,u
[p],6.55,x,y,e,t,f,f,f,7.6,13.41,e,y,y,p,f,f,f,n,d,u
[e],14.92,x,s,n,f,f,f,f,8.31,17.55,s,y,y,p,f,f,f,n,d,a
[p],8.93,x,s,g,t,a,c,y,4.35,22.34,e,s,w,p,f,f,f,w,d,a
[e],5.91,f,y,g,f,e,c,k,7.89,6.43,e,i,w,p,w,t,s,k,d,a
[e],6.27,f,k,y,f,a,c,e,6.3,10.59,e,k,y,p,y,t,e,n,d,a
[p],6.15,x,y,o,f,e,c,w,9.07,11.24,b,s,y,u,y,t,r,w,d,u
[e],8.2,x,s,w,t,e,c,n,8.86,8.49,s,k,w,p,y,t,r,n,d,a
[e],18.47,x,s,n,f,f,f,f,11.49,26.65,s,y,y,p,f,f,f,n,d,a
[p],6.91,x,k,w,f,x,c,n,6.63,9.8,s,k,y,p,f,f,f,n,d,a
[e],2.02,x,s,y,f,f,f,f,2.76,4.8,e,s,o,p,f,f,f,y,d,u
[e],4.06,x,s,n,f,a,c,o,3.91,4.7,e,s,w,p,f,f,f,n,d,a
[p],9.47,x,i,n,t,e,c,n,9.8,11.97,s,s,w,p,w,t,r,n,d,u
[p],7.96,x,s,n,t,e,c,n,6.3,8.05,b,s,w,p,w,t,r,n,d,a
[e],7.63,f,y,b,f,a,c,w,5.13,17.81,e,y,w,p,w,t,e,w,d,a
[p],6.73,x,i,e,t,f,f,f,7.68,13.75,e,y,e,p,f,f,f,n,d,a
[p],8.18,x,t,y,f,a,c,y,6.13,5.83,e,k,w,p,w,t,c,n,d,u
[e],8.08,o,w,n,t,f,f,f,8.54,52.25,e,w,w,p,f,f,f,w,d,s
[e],6.77,x,t,y,f,f,f,f,9.13,10.41,e,y,y,p,f,f,f,n,d,u
[p],6.81,f,s,n,t,a,c,w,7.25,8.6,e,s,b,p,f,f,f,b,d,u
[p],5.94,x,s,o,t,a,c,e,3.1,19.46,e,s,w,p,f,f,f,b,d,u
[p],5.13,x,y,w,f,e,c,w,6.83,6.89,b,y,g,p,w,f,f,w,u,a
[e],7.23,x,s,g,f,e,c,w,12.73,14.88,e,k,w,u,w,f,f,w,g,s
[p],4.81,x,s,w,f,e,c,w,10.83,9.8,b,s,w,u,y,t,r,w,d,a
[p],11.31,x,y,r,t,d,c,p,4.81,19.07,e,y,r,p,f,f,f,w,d,u
[p],18.78,x,s,n,t,e,c,r,12.38,20.17,e,s,n,p,w,t,l,r,m,a
[p],6.95,x,y,w,t,e,d,y,14.51,16.88,b,t,w,u,w,t,p,w,g,a
[e],9.69,f,y,r,f,e,c,w,5.68,30.2,e,i,w,p,f,f,f,w,d,a
[p],3.88,f,s,o,f,s,c,y,4.18,2.56,e,y,o,p,f,f,f,w,d,s
[e],6.96,s,s,b,t,a,c,w,4.81,8.3,e,s,w,p,f,f,f,w,d,u
[e],5.34,f,s,e,f,d,c,w,4.05,13.13,e,s,p,p,f,f,f,y,d,u
[e],11.59,x,s,w,t,a,c,w,8.44,25.31,e,s,n,p,f,f,f,w,d,a
[e],13.52,f,s,u,t,a,c,w,6.27,23.43,e,s,u,p,f,f,f,b,d,u
[e],8.97,f,i,b,f,a,c,w,8.41,24.96,e,y,w,p,w,t,e,w,d,a
[e],15.53,f,f,p,t,a,c,p,5.26,24.89,e,s,w,p,f,f,f,w,d,u
[p],5.79,f,s,b,f,a,d,b,4.34,7.63,e,h,b,p,w,f,f,p,d,w
[p],11.25,x,s,o,f,d,c,o,12.65,14.06,e,s,o,p,f,f,f,y,g,a
[e],3.2,x,y,n,t,d,d,b,14.78,11.09,e,s,b,p,w,f,f,w,d,u
[p],0.61,x,s,o,f,d,d,o,2.17,1.06,e,s,o,p,f,f,f,w,d,u
[e],8.67,o,t,n,t,f,f,f,7.81,6.27,e,y,n,p,f,f,f,n,d,a
[e],9.57,f,t,n,f,a,c,w,7.96,22.45,e,s,w,p,w,t,s,w,d,u
[p],2.72,f,s,b,f,a,c,n,6.2,3.51,e,s,b,p,w,t,r,b,d,s
[e],8.71,f,i,w,t,a,c,w,8.18,24.11,e,s,w,p,f,f,f,w,d,u
[e],13.75,f,t,w,t,a,c,p,5.9,27.62,e,s,w,p,f,f,f,w,d,a
[p],11.94,x,s,n,t,d,c,n,5.25,19.23,e,s,b,p,f,f,f,y,d,a
[e],5.57,f,k,n,f,a,c,e,6.18,7.03,e,k,y,p,y,t,e,n,d,u
[e],5.32,x,s,y,f,e,c,p,9.12,6.9,e,k,y,p,f,f,f,p,d,u
[e],9.18,c,t,o,f,e,c,y,10.06,9.2,b,s,y,u,w,t,r,w,d,a
[p],9.89,f,t,e,f,a,c,y,5.62,22.25,e,s,e,p,f,f,f,y,d,a
[p],21.39,x,y,w,t,e,c,w,13.21,19.83,e,s,w,p,w,t,l,r,g,u
[p],7.72,f,d,n,t,d,c,y,6.22,10.04,e,s,p,p,f,f,f,y,h,u
[p],1.75,x,s,n,t,x,d,y,3.65,2.57,e,y,e,p,f,f,f,w,l,a
[e],3.63,x,s,n,t,d,d,w,18.08,12.83,e,s,n,p,w,f,f,w,d,a
[p],8.35,f,s,w,f,e,c,w,9.87,10.65,s,s,w,u,w,t,r,w,d,a
[e],7.11,f,s,e,t,a,c,w,5.41,17.58,e,s,n,p,f,f,f,w,d,s
[e],9.09,f,h,w,f,d,c,w,4.56,6.3,e,s,w,p,f,f,f,w,d,u
[e],6.59,x,s,g,f,a,c,g,7.98,10.46,s,s,w,p,f,f,f,p,l,u
[p],1.85,o,w,k,f,f,f,f,2.51,2.78,e,g,w,p,f,f,f,w,d,u
[e],2.14,f,s,e,f,f,f,f,1.87,6.76,e,s,e,p,f,f,f,p,d,u
[p],8.0,f,t,y,t,e,c,w,9.87,8.23,b,y,y,u,y,t,r,w,d,u
[p],15.62,s,s,y,f,a,c,w,11.51,39.79,e,s,w,p,f,f,f,b,b,a
[p],7.2,x,t,o,f,a,d,w,5.23,16.14,e,s,p,p,f,f,f,b,d,u
[e],2.57,f,y,n,t,d,d,b,13.75,10.07,e,s,w,p,w,f,f,w,d,a
[p],4.91,x,y,o,f,e,c,y,7.64,9.18,b,s,y,u,y,t,r,w,d,a
[e],9.68,x,t,n,f,a,c,w,6.89,21.09,e,s,w,p,w,t,r,w,d,u
[p],8.05,x,i,e,t,f,f,f,8.78,17.41,e,y,y,p,f,f,f,n,d,a
[e],16.16,s,f,w,t,d,c,p,6.25,30.19,e,s,w,p,f,f,f,w,d,a
[p],21.94,x,s,w,t,e,c,r,19.24,19.92,e,s,w,p,w,t,l,r,m,u
[e],6.91,x,s,y,f,f,f,f,16.62,17.36,e,y,n,p,f,f,f,n,d,u
[p],6.77,x,y,g,t,d,c,y,2.69,16.65,e,s,k,p,f,f,f,w,d,u
[e],9.03,x,h,b,f,d,c,w,2.74,8.34,e,s,w,p,f,f,f,w,d,u
[e],2.12,x,s,e,f,d,d,y,7.61,4.96,e,s,o,p,f,f,f,w,d,a
[e],8.28,x,s,e,t,f,f,f,7.61,16.63,e,s,y,p,f,f,f,n,d,a
[p],3.19,b,s,n,f,e,d,p,4.47,4.77,e,g,n,p,f,f,f,p,d,s
[p],1.57,x,s,n,t,x,d,e,3.11,2.45,e,y,n,p,f,f,f,w,l,a
[p],0.33,x,s,o,f,d,d,w,2.31,0.82,e,s,o,p,f,f,f,w,d,a
[p],13.93,f,h,n,f,s,c,b,9.99,28.34,s,y,w,p,f,f,f,n,d,a
